IDNum,Number,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY,equalX,equalY,spiralSevX,spiralSevY,theta0,theta1,equalXold,equalX1,equalYold,equalY1,sunflrx1,sunflry1,sunflrxOLD,sunflryOLD,words,Recognitions,Enrollments,Engagements,status,gender,yearsteaching,equalX0,equalY0,sunflrx,sunflry
192,400,4,-0.35967,-0.2749,401,-5,-5,-0.225019,-0.1624963,0.0307655,0.1754009,4.0402316,-0.1092178,-0.1372477,1.8907822,0.5407822,1.6127523,-6.27500414,-4.962290101,-96.27500414,15.0377099,8.499999855,157.29,-10.23420038,16.62522271,13.5742824,3.549925322,-155.2342004,28.5742824,-155.2342004,28.5742824,group meets about three times each year to discuss issues relating to practitioner inquiry and work towards establishing professional learning communities,1,12,1,0,1,8,-2.582742066,-1.153014927,19.41725793,-7.153014927
271,404,4,-0.33327,-0.31295,405,-5,-3,-0.225019,-0.1624963,0.0343546,0.1853499,4.2509497,-0.0825247,-0.1659646,1.9174753,0.5674753,1.5840354,-4.924655532,-7.533111435,-94.92465553,12.46688857,8.999999846,158.76,-16.40034358,-1.968333792,7.418135252,17.89205584,-161.4003436,22.41813525,-161.4003436,22.41813525,I look forward to where this new technology will take my class' learning experiences,5,1,5,0,1,13,-1.577605796,-2.551697465,20.4223942,-8.551697465
62,379,4,-0.04774,-0.23253,380,5,-4.5,-0.225019,-0.1624963,0.0363326,0.190611,4.3616661,-0.0654895,-0.1790075,1.9345105,0.5845105,1.5709925,-2.723870357,-9.62187769,-92.72387036,10.37812231,9.499999838,160.23,-18.9462712,-18.99926855,-1.427868218,-0.166716532,-163.9462712,13.57213178,-163.9462712,13.57213178,I was also able to create our school's first ever robotics team,3,1,4,0,0,11,0.035068001,-3.162083211,22.035068,-9.162083211
253,409,4,-0.41141,-0.22675,410,-5,-0.5,-0.225019,-0.1624963,0.0388701,0.1971551,4.4986996,-0.04181,-0.1926708,1.95819,0.60819,1.5573292,0.109107913,-10.99945887,-89.89089209,9.000541129,9.999999829,161.7,-16.78143244,-1.837836837,-10.88041936,-19.91537988,-161.7814324,4.119580645,-161.7814324,4.119580645,I can further improve the labs and projects we created this past year,3,1,5,0,0,12,1.728782959,-2.830425671,23.72878296,-8.830425671
22,382,4,-0.11327,-0.32869,383,4,-5,-0.225019,-0.1624963,0.0401082,0.2002703,4.5636687,-0.0296746,-0.1980596,1.9703254,0.6203254,1.5519404,3.319210467,-11.53181867,-86.68078953,8.468181328,10.49999982,163.17,-9.986278797,20.61083083,-18.47360917,-4.024133742,-154.9862788,-3.473609171,-154.9862788,-3.473609171,the network can benefit from being a hub of digitally created lessons,2,1,8,0,1,8,3.024670943,-1.688598734,25.02467094,-7.688598734
213,390,4,-0.43153,-0.12442,391,0,-5,-0.225019,-0.1624963,0.0440966,0.2099919,4.7653414,0.0111144,-0.2096976,2.0111144,0.6611144,1.5403024,6.647177651,-11.17206468,-83.35282235,8.827935317,10.99999981,164.64,0.097361228,6.367102359,-21.99978456,21.05849015,-144.9026388,-6.999784562,-144.9026388,-6.999784562,fostering teachers' drive for creativity is what I found to be,1,1,2,1,0,17,3.605039875,-0.060724784,25.60503987,-6.060724784
41,384,4,-0.04826,-0.29192,385,3,-5,-0.225019,-0.1624963,0.0479942,0.2190759,4.9523271,0.0520617,-0.2127999,2.0520617,0.7020617,1.5372001,9.852602524,-9.946166271,-80.14739748,10.05383373,11.4999998,166.11,11.1160055,-21.23413347,-20.1354022,8.838075335,-133.8839945,-5.135402198,-133.8839945,-5.135402198,one of the most empowering experiences,1,1,10,0,1,18,3.357871498,1.65066623,25.3578715,-4.34933377
259,372,4,-0.18115,0.05723,373,5,-1,-0.225019,-0.1624963,0.0502042,0.2240628,5.054388,0.0751442,-0.2110865,2.0751442,0.7251442,1.5389135,12.72851765,-7.936298794,-77.27148235,12.06370121,11.9999998,167.58,20.25249237,-11.40513038,-12.87775418,-21.116889,-124.7475076,2.122245822,-124.7475076,2.122245822,I am interested in continuing to create mind mapping strategies to improve my students' retention and abilities to make connections,5,1,14,0,0,9,2.364824197,3.067182178,24.3648242,-2.932817822
69,380,4,-0.02308,-0.25981,381,5,-5,-0.225019,-0.1624963,0.0502493,0.2241636,5.0564457,0.0756124,-0.2110263,2.0756124,0.7256124,1.5389737,15.10917059,-5.264310422,-74.89082941,14.73568958,12.49999979,169.05,24.94495663,20.68964318,-1.658052753,-14.03348371,-120.0550434,13.34194725,-120.0550434,13.34194725,"I was inspired to create more of error analysis documents, based on my current student",2,6,1,1,0,11,0.852279366,3.908147884,22.85227937,-2.091852116
223,393,4,0.00255,-0.13237,394,-1.5,-5,-0.225019,-0.1624963,0.0526953,0.2295545,5.1662971,0.1006553,-0.2063099,2.1006553,0.7506553,1.5436901,16.87267505,-2.076737015,-73.12732495,17.92326299,12.99999978,170.52,23.59361874,16.68593178,10.92433773,19.9394002,-121.4063813,25.92433773,-121.4063813,25.92433773,sharing my knowledge with other teachers and help other teachers create what they need to be successful teaching their particular students,3,27,3,0,0,13,-0.874687108,4.029258302,21.12531289,-1.970741698
275,403,4,-0.4356,-0.06671,404,-5,-3.5,-0.225019,-0.1624963,0.0535194,0.2313425,5.2026268,0.1089243,-0.2040952,2.1089243,0.7589243,1.5459048,17.94004299,1.46794324,-72.05995701,21.46794324,13.49999977,171.99,16.06286291,-18.85758992,21.70217582,19.3233357,-128.9371371,36.70217582,-128.9371371,36.70217582,"the microcomputer-based lab was developed, teachers and learners had so much more time to analyze",1,12,1,1,0,11,-2.498920611,3.428614265,19.50107939,-2.571385735
11,385,4,0.00503,-0.20657,386,2.5,-5,-0.225019,-0.1624963,0.054865,0.2342329,5.2612406,0.1222011,-0.1998297,2.1222011,0.7722011,1.5501703,18.27183882,5.20959751,-71.72816118,25.20959751,13.99999976,173.46,3.828648734,-21.90514254,27.73700505,-17.4403191,-141.1713513,42.73700505,-141.1713513,42.73700505,"thinking deeply about content, and enjoying lab work",1,1,3,0,1,9,-3.746878435,2.227308241,18.25312157,-3.772691759
144,399,4,-0.20104,-0.40302,400,-4.5,-5,-0.225019,-0.1624963,0.0584266,0.241716,5.4123573,0.1557119,-0.1848795,2.1557119,0.8057119,1.5651205,17.86342376,8.994336649,-72.13657624,28.99433665,14.49999975,174.93,-10.29279703,15.688562,27.11195916,-24.38993691,-155.292797,42.11195916,-155.292797,42.11195916,I feel that taking on lab specialist duties for my assignment and attending science professional development,11,1,8,0,0,13,-4.427003402,0.633751434,17.5729966,-5.366248566
19,381,4,-0.01031,-0.28136,382,4.5,-5,-0.225019,-0.1624963,0.0602285,0.245415,5.4867206,0.1716036,-0.1754444,2.1716036,0.8216036,1.5745556,16.73951196,12.68024997,-73.26048804,32.68024997,14.99999974,176.4,-22.79063239,26.7360157,19.50864104,13.60828661,-167.7906324,34.50864104,-167.7906324,34.50864104,"thinking deeply about content, and enjoying lab work",6,45,8,0,0,7,-4.448813581,-1.099116792,17.55118642,-7.099116792
214,376,4,-0.00474,-0.05176,377,5,-3,-0.225019,-0.1624963,0.0607854,0.2465469,5.5094316,0.1763532,-0.1722932,2.1763532,0.8263532,1.5777068,14.94855306,16.14127509,-75.05144694,36.14127509,15.49999974,177.87,-30.33205566,-11.21051401,6.40049996,28.90197875,-175.3320557,21.40049996,-175.3320557,21.40049996,given me curricular ideas that I believe will increase the rigor in my classroom,3,1,7,0,0,14,-3.824072939,-2.715965052,18.17592706,-8.715965052
212,401,4,-0.38425,-0.35133,402,-5,-4.5,-0.225019,-0.1624963,0.0610127,0.2470074,5.518665,0.1782688,-0.1709763,2.1782688,0.8282688,1.5790237,12.55729082,19.2695212,-77.44270918,39.2695212,15.99999973,179.34,-30.64510588,-30.8473276,-9.212897769,-8.511308957,-175.6451059,5.787102231,-175.6451059,5.787102231,been able to increase rigor and engagement of all my students,2,1,2,0,1,13,-2.653559375,-3.994824481,19.34644062,-9.994824481
25,386,4,-0.01292,-0.32655,387,2,-5,-0.225019,-0.1624963,0.0718996,0.268141,5.9388013,0.2523967,-0.0905289,2.2523967,0.9023967,1.6594711,9.645720884,21.97635249,-80.35427912,41.97635249,16.49999972,180.81,-23.17910951,5.531700866,-23.48890977,-32.5330645,-168.1791095,-8.488909774,-168.1791095,-8.488909774,inquire into our own practices and find ways to increase teacher voice in the public narrative about education,1,6,3,1,1,6,-1.104017472,-4.772959818,20.89598253,-10.77295982
126,373,4,-0.00616,-0.00284,374,5,-1.5,-0.225019,-0.1624963,0.0733894,0.2709048,5.9932274,0.2595961,-0.0774549,2.2595961,0.9095961,1.6725451,6.302575725,24.19250998,-83.69742427,44.19250998,16.99999971,182.28,-9.355562973,33.92228372,-32.68751201,2.297534971,-154.355563,-17.68751201,-154.355563,-17.68751201,I bought several books on topics that would engage students and increase social emotional growth and I hope to find more workshops on this topic,1,1,6,0,1,16,0.619921816,-4.961420859,22.61992182,-10.96142086
0,383,4,0.03089,-0.2711,384,3.5,-5,-0.225019,-0.1624963,0.0772842,0.2780003,6.1324153,0.2748466,-0.0417555,2.2748466,0.9248466,1.7082445,2.621397228,25.86751392,-87.37860277,45.86751392,17.4999997,183.75,7.680388519,1.160745343,-34.14691248,34.98074714,-137.3196115,-19.14691248,-137.3196115,-19.14691248,coursework has helped me increase student engagement and know my students better,1,1,6,0,1,17,2.304514112,-4.548539844,24.30451411,-10.54853984
237,377,4,-0.01528,-0.37136,378,5,-3.5,-0.225019,-0.1624963,0.0876145,0.2959974,6.4820156,0.2901658,0.0584662,2.2901658,0.9401658,1.8084662,-1.302790525,26.96855089,-91.30279053,46.96855089,17.99999969,185.22,23.7713932,-35.67743614,-27.03554818,4.808383345,-121.2286068,-12.03554818,-121.2286068,-12.03554818,helped me to increase student engagement by focusing more class time on solving rich problems and less on direct instruction,1,1,3,1,0,8,3.7528667,-3.593882516,25.7528667,-9.593882516
133,370,4,-0.22669,0.13464,371,5,0,-0.225019,-0.1624963,0.0882928,0.297141,6.504066,0.289922,0.0651003,2.289922,0.939922,1.8151003,-5.376227273,27.47901345,-95.37622727,47.47901345,18.49999968,186.69,34.76241707,-8.606658235,-12.67179385,-35.98507238,-110.2375829,2.328206146,-110.2375829,2.328206146,"formulas should be treated as guides to thinking, and comprehension must precede calculation if authentic understanding is to be achieved",5,1,7,0,1,12,4.805629478,-2.214932351,26.80562948,-8.214932351
122,407,4,-0.52476,-0.12889,408,-5,-1.5,-0.225019,-0.1624963,0.090974,0.301619,6.5902225,0.2875133,0.09116,2.2875133,0.9375133,1.84116,-9.508620463,27.39682713,-99.50862046,47.39682713,18.99999968,188.16,37.57077734,35.88059975,5.69532179,-12.51329539,-107.4292227,20.69532179,-107.4292227,20.69532179,well designed tasks and how that can guide students,4,1,4,0,0,26,5.355006149,-0.569130167,27.35500615,-6.569130167
207,396,4,-0.52373,-0.1049,397,-3,-5,-0.225019,-0.1624963,0.0925456,0.3042131,6.6399961,0.2850524,0.1062579,2.2850524,0.9350524,1.8562579,-13.61485751,26.73267018,-103.6148575,46.73267018,19.49999967,189.63,31.03679168,16.48293326,23.6160446,35.34562082,-113.9632083,38.6160446,-113.9632083,38.6160446,passion that will fire and keep it burning to guide my way to continuous professional growth,2,1,6,0,0,10,5.351650842,1.166118891,27.35165084,-4.833881109
164,408,4,0.07383,-0.22269,409,-5,-1,-0.225019,-0.1624963,0.092934,0.3048508,6.6522177,0.2843273,0.1099637,2.2843273,0.9343273,1.8599637,-17.61628233,25.50816726,-107.6162823,45.50816726,19.99999966,191.1,16.32329493,-34.36678109,36.51780446,20.46764172,-128.6767051,51.51780446,-128.6767051,51.51780446,my early challenges was the support and guidance of other,2,1,3,0,0,14,4.804818747,2.813132918,26.80481875,-3.186867082
128,395,4,-0.47019,0.02559,396,-2.5,-5,-0.225019,-0.1624963,0.0954853,0.3090069,6.7317195,0.2784411,0.1339994,2.2784411,0.9284411,1.8839994,-21.44159309,23.75411724,-111.4415931,43.75411724,20.49999965,192.57,-3.262091966,-24.41748612,40.87002271,-32.93609527,-148.262092,55.87002271,-148.262092,55.87002271,will afford me the opportunity to obtain vital guidance from master teachers,1,1,6,0,1,20,3.776737347,4.21144334,25.77673735,-1.78855666
251,397,4,-0.52392,-0.06847,398,-3.5,-5,-0.225019,-0.1624963,0.0981827,0.3133413,6.8143619,0.2701665,0.1587224,2.2701665,0.9201665,1.9087224,-25.02741671,21.5087985,-115.0274167,41.5087985,20.99999964,194.04,-23.00461634,31.05121025,35.13954506,-28.28113049,-168.0046163,50.13954506,-168.0046163,50.13954506,I needed guidance in planning to meet the new expectations,1,1,2,0,1,12,2.372548844,5.231731261,24.37254884,-0.768268739
392,369,4,-0.40802,0.09889,370,5,0.5,-0.225019,-0.1624963,0.1018122,0.3190802,6.923367,0.2558983,0.1905997,2.2558983,0.9058983,1.9405997,-28.318612,18.81638154,-118.318612,38.81638154,21.49999963,195.51,-37.91703685,32.00647275,20.28049104,28.71560033,-182.9170368,35.28049104,-182.9170368,35.28049104,honesty is the guideline for my practices,2,37,5,0,0,14,0.727357968,5.785408403,22.72735797,-0.214591597
73,378,4,-0.0612,-0.44704,379,5,-4,-0.225019,-0.1624963,0.1078018,0.3283318,7.0980966,0.2252136,0.2389155,2.2252136,0.8752136,1.9889155,-31.26834921,15.72546781,-121.2683492,35.72546781,21.99999962,196.98,-43.99827651,-25.9386909,-0.389441097,35.54130435,-188.9982765,14.6105589,-188.9982765,14.6105589,community allows me to validate the similarities and reflect on the differences of what I have been doing in my classroom,5,1,6,0,0,13,-1.008070688,5.829562032,20.99192931,-0.170437968
111,391,4,-0.51395,-0.0052,392,-0.5,-5,-0.225019,-0.1624963,0.1082233,0.328973,7.110162,0.2227488,0.2420872,2.2227488,0.8727488,1.9920872,-33.83800852,12.28776543,-123.8380085,32.28776543,22.49999962,198.45,-39.29871722,-38.83398639,-21.92283798,-22.73590775,-184.2987172,-6.922837977,-184.2987172,-6.922837977,gained good results in terms of student performance and motivation,2,1,4,0,1,23,-2.681546605,5.36743028,19.3184534,-0.63256972
198,405,4,-0.55385,-0.24887,406,-5,-2.5,-0.225019,-0.1624963,0.1155902,0.3399856,7.3164721,0.1740721,0.292043,2.1740721,0.8240721,2.042043,-35.99693542,8.556905986,-125.9969354,28.55690599,22.99999961,199.92,-24.51033421,19.1286501,-38.92612898,-41.83413374,-169.5103342,-23.92612898,-169.5103342,-23.92612898,I must constantly be aware of the regents exam performance,2,1,7,0,0,7,-4.152423209,4.444927613,17.84757679,-1.555072387
157,398,4,0.05856,0.05152,399,-4,-5,-0.225019,-0.1624963,0.1262201,0.3552746,7.6001026,0.089231,0.3438864,2.089231,0.739231,2.0938864,-37.72208566,4.58740158,-127.7220857,24.58740158,23.4999996,201.39,-2.909567622,44.49329868,-46.90985415,15.1441861,-147.9095676,-31.90985415,-147.9095676,-31.90985415,"love cheering for their dances at talent shows, comedy at open mic nights, and performance during playoffs",1,1,4,0,1,15,-5.302390273,3.143987499,16.69760973,-2.856012501
257,394,4,-0.62793,0.01905,395,-2,-5,-0.225019,-0.1624963,0.1952963,0.4419234,9.1494487,-0.4252787,0.120143,1.5747213,0.2247213,1.870143,-38.99758802,0.433738279,-128.997588,20.43373828,23.99999959,202.86,20.36057456,-10.81547101,-43.46776971,46.76564537,-124.6394254,-28.46776971,-124.6394254,-28.46776971,best lessons aimed at specific performance indicators,2,1,2,0,1,13,-6.043482297,1.573633286,15.9565177,-4.426366714
102,389,4,0.00377,-0.61065,390,0.5,-5,-0.225019,-0.1624963,0.2531861,0.503176,10.1895056,-0.3630772,-0.3483691,1.6369228,0.2869228,1.4016309,-39.81424887,-3.850400871,-129.8142489,16.14959913,24.49999958,204.33,39.51405309,-48.60860639,-28.97653548,-6.180888682,-105.4859469,-13.97653548,-105.4859469,-13.97653548,teaching their best lessons aimed at specific performance indicators,5,1,5,0,0,13,-6.322999777,-0.140263379,15.67700022,-6.140263379
89,388,4,-0.30878,0.34294,389,1,-5,-0.225019,-0.1624963,0.2624818,0.5123298,10.3412839,-0.311802,-0.4065234,1.688198,0.338198,1.3434766,-40.16901864,-8.212791345,-130.1690186,11.78720866,24.99999957,205.8,49.56013777,1.283918354,-6.61760864,-49.98351282,-95.43986223,8.38239136,-95.43986223,8.38239136,we never stop learning,1,1,3,0,0,14,-6.125316511,-1.865609187,15.87468349,-7.865609187
163,29,5,-0.10769,0.04947,30,1.5,-1,-0.0632939,-0.0532988,0.0125324,0.1119484,2.6528442,-0.0988416,0.0525621,-6.0988416,-2.0988416,1.0525621,0.785274506,0.619147761,60.78527451,60.61914776,4.999999915,147,2.836621037,-7.931364192,-9.589242989,6.090440219,172.836621,90.41075701,172.836621,90.41075701,strive to give them background knowledge that will serve them in high school,3,26,3,0,1,13,-0.943080993,-0.332563138,-0.943080993,-0.332563138
224,26,5,-0.08607,0.09379,27,1.5,0.5,-0.0632939,-0.0532988,0.0221539,0.1488417,3.4688564,-0.140942,-0.0478457,-6.140942,-2.140942,0.9521543,0.618157473,1.902072906,60.61815747,61.90207291,5.499999906,148.47,7.795366789,-7.543389274,-7.760944313,-8.006077582,177.7953668,92.23905569,177.7953668,92.23905569,improve pedagogy and consequently impact student learning,3,1,6,0,0,11,0.29472493,-1.383162035,0.29472493,-1.383162035
278,106,5,-0.04035,0.1112,107,-2.5,0.5,-0.0632939,-0.0532988,0.0275863,0.1660912,3.841432,-0.1270507,-0.1069785,-6.1270507,-2.1270507,0.8930215,-0.632942856,2.932470518,59.36705714,62.93247052,5.999999898,149.94,11.5220431,7.861508133,-3.352987158,-9.066239015,181.5220431,96.64701284,181.5220431,96.64701284,long term goals and analyzing content standards,1,12,1,1,1,6,1.676222223,-0.436209881,1.676222223,-0.436209881
179,25,5,-0.11947,0.13764,26,1.5,1,-0.0632939,-0.0532988,0.0396134,0.1990311,4.5378453,-0.0345635,-0.196007,-6.0345635,-2.0345635,0.803993,-2.543461644,3.087199843,57.45653836,63.08719984,6.499999889,151.41,12.69563944,10.62889964,2.796558437,7.48508466,182.6956394,102.7965584,182.6956394,102.7965584,opportunity has helped me hone my pedagogy to maximize student learning,6,1,6,1,0,8,1.557607037,1.254535897,1.557607037,1.254535897
117,101,5,0.01276,0.17067,102,-2.5,-2,-0.0632939,-0.0532988,0.0559462,0.2365295,5.3077174,0.1326412,-0.195838,-5.8673588,-1.8673588,0.804162,-4.50958197,2.159553301,55.49041803,62.1595533,6.999999881,152.88,10.55463266,-6.868133103,9.197811122,12.19953883,180.5546327,109.1978111,180.5546327,109.1978111,significantly improved my pedagogy,1,9,4,0,1,9,0.158839118,2.230419273,0.158839118,2.230419273
314,19,5,-0.16459,0.17237,20,-1,0.5,-0.0632939,-0.0532988,0.0611873,0.2473607,5.5257465,0.1797318,-0.1699523,-5.8202682,-1.8202682,0.8300477,-5.993543222,0.278279805,54.00645678,60.2782798,7.499999872,154.35,5.199531568,-13.74506697,14.06999899,-6.006091414,175.1995316,114.069999,175.1995316,114.069999,"invaluable collaboration opportunities fostered growth, pedagogy, and those that I serve",1,24,6,0,1,9,-1.524444204,1.917307974,-1.524444204,1.917307974
414,72,5,-0.09671,0.1979,73,-2,2,-0.0632939,-0.0532988,0.0642175,0.2534117,5.6467291,0.2037955,-0.150615,-5.7962045,-1.7962045,0.849385,-6.635467626,-2.229477378,53.36453237,57.77052262,7.999999864,155.82,-2.327998381,4.898665761,15.82973226,-15.23164711,167.6720016,115.8297323,167.6720016,115.8297323,excellent source of pedagogy,2,6,1,1,1,13,-2.584303605,0.566899353,-2.584303605,0.566899353
441,66,5,-0.0388,0.19932,67,-2,-1,-0.0632939,-0.0532988,0.0644162,0.2538035,5.654543,0.205283,-0.1492484,-5.794717,-1.794717,0.8507516,-6.27500414,-4.962290101,53.72499586,55.0377099,8.499999855,157.29,-10.23420038,16.62522271,13.5742824,3.549925322,159.7657996,113.5742824,159.7657996,113.5742824,improve my practice is to invest in developing my knowledge of pedagogy ,1,27,4,0,1,8,-2.582742066,-1.153014927,-2.582742066,-1.153014927
262,31,5,-0.20219,0.16471,32,1,-1.5,-0.0632939,-0.0532988,0.06682,0.2584956,5.7479253,0.2223414,-0.1318495,-5.7776586,-1.7776586,0.8681505,-4.924655532,-7.533111435,55.07534447,52.46688857,8.999999846,158.76,-16.40034358,-1.968333792,7.418135252,17.89205584,153.5996564,107.4181353,153.5996564,107.4181353,it has completely changed my pedagogy and way of interacting with the students,2,1,15,1,1,14,-1.577605796,-2.551697465,-1.577605796,-2.551697465
185,102,5,0.03245,0.19365,103,-2.5,-1.5,-0.0632939,-0.0532988,0.0701506,0.2648596,5.8740282,0.2429972,-0.1053707,-5.7570028,-1.7570028,0.8946293,-2.723870357,-9.62187769,57.27612964,50.37812231,9.499999838,160.23,-18.9462712,-18.99926855,-1.427868218,-0.166716532,151.0537288,98.57213178,151.0537288,98.57213178,always striving to improve my pedagogy and content knowledge,1,10,1,0,1,11,0.035068001,-3.162083211,0.035068001,-3.162083211
377,88,5,-0.11349,0.21108,89,2.5,-1.5,-0.0632939,-0.0532988,0.0724158,0.2691018,5.9577358,0.2549759,-0.0860412,-5.7450241,-1.7450241,0.9139588,0.109107913,-10.99945887,60.10910791,49.00054113,9.999999829,161.7,-16.78143244,-1.837836837,-10.88041936,-19.91537988,153.2185676,89.11958064,153.2185676,89.11958064,"content and pedagogy, which in turn increased my teaching confidence",1,4,1,1,1,8,1.728782959,-2.830425671,1.728782959,-2.830425671
232,105,5,0.11823,0.16206,106,-2.5,0,-0.0632939,-0.0532988,0.0793303,0.2816564,6.2038332,0.2807701,-0.0223266,-5.7192299,-1.7192299,0.9776734,3.319210467,-11.53181867,63.31921047,48.46818133,10.49999982,163.17,-9.986278797,20.61083083,-18.47360917,-4.024133742,160.0137212,81.52639083,160.0137212,81.52639083,how it has influenced my pedagogy,1,1,6,0,1,9,3.024670943,-1.688598734,3.024670943,-1.688598734
277,110,5,-0.13857,0.21908,111,-2.5,2.5,-0.0632939,-0.0532988,0.0798567,0.2825893,6.2220227,0.2820609,-0.0172731,-5.7179391,-1.7179391,0.9827269,6.647177651,-11.17206468,66.64717765,48.82793532,10.99999981,164.64,0.097361228,6.367102359,-21.99978456,21.05849015,170.0973612,78.00021544,170.0973612,78.00021544,workshop had the most profound impact on my pedagogy ,4,1,1,0,0,9,3.605039875,-0.060724784,3.605039875,-0.060724784
437,115,5,-0.25856,0.15879,116,0,2.5,-0.0632939,-0.0532988,0.0831105,0.2882889,6.332873,0.2879331,0.0143185,-5.7120669,-1.7120669,1.0143185,9.852602524,-9.946166271,69.85260252,50.05383373,11.4999998,166.11,11.1160055,-21.23413347,-20.1354022,8.838075335,181.1160055,79.8645978,181.1160055,79.8645978,fellowship has the capacity to provide math and science teachers with the support needed to improve their pedagogy ,3,41,4,0,1,18,3.357871498,1.65066623,3.357871498,1.65066623
344,100,5,0.05171,0.21215,101,-2.5,-2.5,-0.0632939,-0.0532988,0.083689,0.2892905,6.3523008,0.2885998,0.0199785,-5.7114002,-1.7114002,1.0199785,12.72851765,-7.936298794,72.72851765,52.06370121,11.9999998,167.58,20.25249237,-11.40513038,-12.87775418,-21.116889,190.2524924,87.12224582,190.2524924,87.12224582,influenced my pedagogy in many positive ways,2,41,6,0,1,9,2.364824197,3.067182178,2.364824197,3.067182178
189,111,5,-0.02124,0.23735,112,-2,2.5,-0.0632939,-0.0532988,0.0862453,0.2936754,6.4371834,0.2902,0.0450469,-5.7098,-1.7098,1.0450469,15.10917059,-5.264310422,75.10917059,54.73568958,12.49999979,169.05,24.94495663,20.68964318,-1.658052753,-14.03348371,194.9449566,98.34194725,194.9449566,98.34194725,"through continued studying of pedagogy, I have adopted a new system",1,19,10,0,1,9,0.852279366,3.908147884,0.852279366,3.908147884
429,116,5,-0.21886,0.19975,117,0.5,2.5,-0.0632939,-0.0532988,0.0882345,0.2970429,6.502175,0.2899488,0.0645307,-5.7100512,-1.7100512,1.0645307,16.87267505,-2.076737015,76.87267505,57.92326299,12.99999978,170.52,23.59361874,16.68593178,10.92433773,19.9394002,193.5936187,110.9243377,193.5936187,110.9243377,seek out new ideas to improve my pedagogy,2,8,1,1,0,6,-0.874687108,4.029258302,-0.874687108,4.029258302
195,113,5,-0.05307,0.24546,114,-1,2.5,-0.0632939,-0.0532988,0.0893613,0.2989337,6.5385922,0.2892365,0.0755223,-5.7107635,-1.7107635,1.0755223,17.94004299,1.46794324,77.94004299,61.46794324,13.49999977,171.99,16.06286291,-18.85758992,21.70217582,19.3233357,186.0628629,121.7021758,186.0628629,121.7021758,I am much more confident and self-assured in my pedagogy,2,13,3,1,1,6,-2.498920611,3.428614265,-2.498920611,3.428614265
217,112,5,-0.09779,0.25823,113,-1.5,2.5,-0.0632939,-0.0532988,0.0982402,0.3134329,6.8161058,0.2699682,0.1592399,-5.7300318,-1.7300318,1.1592399,18.27183882,5.20959751,78.27183882,65.20959751,13.99999976,173.46,3.828648734,-21.90514254,27.73700505,-17.4403191,173.8286487,127.737005,173.8286487,127.737005,became more focused on layering Culturally Relevant Pedagogy into my curricula,2,17,4,0,1,9,-3.746878435,2.227308241,-3.746878435,2.227308241
346,73,5,-0.07121,0.27046,74,-1.5,2,-0.0632939,-0.0532988,0.1048824,0.3238556,7.013709,0.2412157,0.2160958,-5.7587843,-1.7587843,1.2160958,17.86342376,8.994336649,77.86342376,68.99433665,14.49999975,174.93,-10.29279703,15.688562,27.11195916,-24.38993691,159.707203,127.1119592,159.707203,127.1119592,test-driven school had respected my project-based pedagogy,3,20,4,0,1,9,-4.427003402,0.633751434,-4.427003402,0.633751434
240,30,5,-0.24917,0.22439,31,1.5,-1.5,-0.0632939,-0.0532988,0.111661,0.3341571,7.2074932,0.201292,0.2667256,-5.798708,-1.798708,1.2667256,16.73951196,12.68024997,76.73951196,72.68024997,14.99999974,176.4,-22.79063239,26.7360157,19.50864104,13.60828661,147.2093676,119.508641,147.2093676,119.508641,providing a structure and pedagogy in which content is centered on developing and applying conceptual models ,2,1,4,0,0,8,-4.448813581,-1.099116792,-4.448813581,-1.099116792
193,103,5,-0.21049,0.24843,104,-2.5,-1,-0.0632939,-0.0532988,0.112707,0.3357186,7.2367349,0.1943113,0.2737701,-5.8056887,-1.8056887,1.2737701,14.94855306,16.14127509,74.94855306,76.14127509,15.49999974,177.87,-30.33205566,-11.21051401,6.40049996,28.90197875,139.6679443,106.4005,139.6679443,106.4005,inform my classroom practice are inquiry based learning for all students and the pedagogy of climate change,4,1,3,0,1,8,-3.824072939,-2.715965052,-3.824072939,-2.715965052
330,83,5,-0.04323,0.29247,84,2.5,1,-0.0632939,-0.0532988,0.1199586,0.3463504,7.4349388,0.1409253,0.3163838,-5.8590747,-1.8590747,1.3163838,12.55729082,19.2695212,72.55729082,79.2695212,15.99999973,179.34,-30.64510588,-30.8473276,-9.212897769,-8.511308957,139.3548941,90.78710223,139.3548941,90.78710223,that inspired me to pivot my focus to pedagogy,1,36,8,0,0,17,-2.653559375,-3.994824481,-2.653559375,-3.994824481
420,38,5,0.02634,0.28224,39,-1.5,-0.5,-0.0632939,-0.0532988,0.1206205,0.3473047,7.4526512,0.1356723,0.3197086,-5.8643277,-1.8643277,1.3197086,9.645720884,21.97635249,69.64572088,81.97635249,16.49999972,180.81,-23.17910951,5.531700866,-23.48890977,-32.5330645,146.8208905,76.51109023,146.8208905,76.51109023,enabled me to think about pedagogy in a whole new way,3,18,1,1,1,9,-1.104017472,-4.772959818,-1.104017472,-4.772959818
